true_label_idx,predicted_label_idx,true_label_name,predicted_label_name,prob_Acne,prob_Actinic_Keratosis,prob_Benign_tumors,prob_Bullous,prob_Candidiasis,prob_DrugEruption,prob_Eczema,prob_Infestations_Bites,prob_Lichen,prob_Lupus,prob_Moles,prob_Psoriasis,prob_Rosacea,prob_Seborrh_Keratoses,prob_SkinCancer,prob_Sun_Sunlight_Damage,prob_Tinea,prob_Unknown_Normal,prob_Vascular_Tumors,prob_Vasculitis,prob_Vitiligo,prob_Warts
0,9,Acne,Lupus,0.07293582,0.03248545,0.01599674,9.2357084e-05,2.9810366e-07,0.008684319,1.5463036e-06,3.5262321e-06,0.00032211386,0.6180636,0.0015272433,3.4629018e-05,0.055118416,1.1540194e-05,0.00021629375,0.08973433,0.0023288012,2.2632403e-09,0.06830651,0.03412203,1.0378089e-05,3.933245e-06
0,18,Acne,Vascular_Tumors,0.16998824,0.00031258143,0.065857224,0.0006274636,7.024268e-05,0.23671903,1.264001e-05,0.000692182,0.0011275356,0.031814054,0.006375521,5.0970684e-05,0.00031489186,9.943911e-05,0.034264985,0.00088227785,0.022844704,1.963569e-06,0.42076355,0.0070496085,7.6584394e-05,5.4417724e-05
0,9,Acne,Lupus,0.471513,0.00089910044,4.440025e-05,1.1149264e-06,5.5105206e-06,2.1101584e-06,1.666528e-07,0.00045005645,0.016207863,0.5102534,4.6401317e-05,4.0211755e-05,4.549643e-06,1.0609127e-06,4.1411835e-07,5.6362067e-05,0.00018378715,1.1961213e-09,1.6049794e-06,6.850505e-07,9.023367e-06,0.00027915908
0,1,Acne,Actinic_Keratosis,0.022497408,0.82950413,0.00012509702,0.00028341007,6.449688e-05,7.936888e-06,2.405894e-06,0.004610273,9.772092e-05,0.10829102,0.0001298228,0.00031520237,0.0010852787,5.781102e-06,2.0432652e-05,0.00049597374,0.03239261,2.574188e-08,6.139311e-05,4.7982676e-06,4.037053e-06,7.254477e-07
0,1,Acne,Actinic_Keratosis,0.35487768,0.44436097,0.00017869836,0.00025227535,4.221857e-06,0.00045923618,8.247954e-06,3.3960365e-05,0.0029594242,0.004816062,4.284147e-06,0.0006027022,0.19058762,0.00039316248,0.0002515044,8.2121755e-05,8.8143366e-05,4.759047e-07,3.6356175e-06,3.3725722e-05,1.3802156e-06,4.5421626e-07
0,9,Acne,Lupus,0.047759183,0.013456847,0.00017562772,2.2492035e-05,2.3303667e-06,5.407019e-05,4.948528e-07,3.8212062e-07,3.2540727e-05,0.845491,9.556466e-05,5.4051147e-06,0.07613738,6.111089e-05,9.640953e-06,0.0011422876,0.00063764723,3.779711e-09,0.014908643,2.34649e-06,4.3636865e-06,7.578541e-07
0,2,Acne,Benign_tumors,0.14709584,1.1592691e-06,0.8250656,4.894887e-05,1.0130739e-07,1.7031425e-06,2.8841027e-05,3.7407335e-05,0.00024308258,3.4492996e-06,1.3239173e-07,1.0601676e-07,4.836342e-07,0.00011659293,1.7439845e-07,2.7369908e-05,0.0011365688,1.1052215e-10,2.9969934e-07,1.2777658e-06,1.31727e-07,0.026190815
1,9,Actinic_Keratosis,Lupus,0.00058737275,0.4693485,8.927924e-06,1.4164751e-05,3.5336732e-05,0.00085124496,7.92084e-07,0.00010861211,1.4342296e-06,0.50960606,0.00061505963,4.286511e-05,0.0047526127,1.2391035e-05,6.010425e-05,0.00045975976,0.00069709745,3.7687695e-08,0.012787159,3.0025506e-06,6.3077164e-06,1.1138093e-06
1,0,Actinic_Keratosis,Acne,0.9747217,0.015299014,3.0117698e-07,2.9784167e-07,1.8470568e-05,5.1612387e-05,1.2286179e-07,1.5357624e-05,1.0022899e-05,0.009355588,1.0042657e-05,5.1443603e-06,0.00024971893,5.6822756e-07,1.9697005e-07,2.5210085e-05,0.000100925885,1.156063e-08,0.00012877645,6.450705e-07,5.2161863e-06,9.936552e-07
1,9,Actinic_Keratosis,Lupus,0.0001385518,0.06697925,1.3322293e-07,5.451492e-07,4.8192505e-05,2.0140103e-06,1.590307e-07,7.2476475e-08,0.0002619815,0.8704394,1.6761746e-06,0.000119288066,0.06199213,1.7688363e-07,1.2349735e-06,1.158925e-06,1.0377687e-05,6.8247314e-09,3.345944e-06,2.6450488e-07,1.3255972e-07,5.081296e-09
1,14,Actinic_Keratosis,SkinCancer,9.240015e-05,0.11222365,0.00032217853,4.9731334e-05,0.000258355,6.2241816e-05,0.0038214666,3.6736124e-05,6.820682e-05,0.0005284206,0.00013406489,0.010302313,0.00022893414,5.5328986e-05,0.8407412,0.030831205,5.2986557e-05,1.9139254e-08,3.286611e-05,8.696639e-05,1.1546649e-06,6.9554066e-05
1,18,Actinic_Keratosis,Vascular_Tumors,0.00023307605,0.18748417,0.0039263023,0.0005380584,0.0032500036,0.035782307,5.7411344e-05,0.0027506782,0.042938873,0.0026254063,0.00802656,2.881853e-05,6.846917e-05,0.00088851125,0.0006898226,0.00010666238,0.030569546,6.614924e-08,0.6386516,0.0001831149,1.4161465e-05,0.04118638
1,18,Actinic_Keratosis,Vascular_Tumors,0.0046013035,0.00550179,0.00026971113,3.531476e-05,0.0043779905,0.0034530105,1.4194972e-05,0.00018622343,1.0717778e-05,0.00023732497,3.5936937e-05,2.8299685e-06,0.13267723,0.00038381602,0.00045937614,0.00573802,0.012686457,2.8996843e-09,0.8287498,0.00057363074,3.1436085e-07,4.9970226e-06
1,6,Actinic_Keratosis,Eczema,0.077474035,0.0065816096,0.0006965744,0.004994847,0.13516328,0.0053671473,0.63996625,0.005925317,0.003951087,0.00039818438,0.0009761973,0.0022794902,0.054344263,0.00070529507,0.023405137,0.00016526924,0.0096725365,1.8597329e-07,0.0010802037,0.026597885,6.8586196e-06,0.0002483382
1,3,Actinic_Keratosis,Bullous,0.0009013654,0.23036584,0.0017483083,0.42496377,0.002715169,0.005656891,0.0019589155,0.0005631933,0.09247482,0.0023709277,0.00055584015,0.02082378,0.006176208,0.0037000745,0.0004638513,0.0150342975,0.0012546376,5.3233554e-05,0.005610463,0.18020153,0.0009871243,0.001419745
1,12,Actinic_Keratosis,Rosacea,5.5746325e-05,0.034791537,0.00019748755,7.6305923e-07,1.3232632e-05,0.00035236613,0.00086442585,5.4478594e-05,3.3580084e-06,0.00038601283,2.6686945e-05,3.9931147e-06,0.9386874,3.0941752e-05,0.0002789771,0.023916224,0.00011199688,1.674668e-06,0.00021041132,9.369142e-06,1.0578531e-06,1.8736567e-06
1,11,Actinic_Keratosis,Psoriasis,8.184406e-06,0.0045866403,2.2427841e-06,0.024557102,0.00031394884,0.0001118029,0.01409647,0.00634713,0.0018142635,0.00016448434,4.084828e-06,0.7784569,1.8365705e-05,2.0539808e-06,0.00012480082,1.798144e-05,0.1692794,4.885098e-09,7.480094e-05,1.0421926e-05,2.0961573e-07,8.783937e-06
1,15,Actinic_Keratosis,Sun_Sunlight_Damage,0.004782627,0.09179728,0.0049525145,1.449316e-05,6.670808e-07,1.2901441e-05,4.0575072e-05,1.0703965e-05,6.3268084e-07,0.00016266739,0.00010062482,1.1445592e-06,0.0005553187,0.00010020481,9.02242e-05,0.89696157,0.0003634647,1.5243456e-08,3.7800044e-05,9.1762115e-07,7.146336e-06,6.5059626e-06
1,0,Actinic_Keratosis,Acne,0.680305,0.08328987,0.0069042495,0.00033877094,7.257602e-06,0.00077051716,0.14541695,3.9220125e-05,0.00027855043,0.0045549106,8.243296e-06,0.0014142109,0.0065764277,0.057530794,0.00025462385,0.00091794756,0.011327128,6.040828e-09,1.9341798e-05,8.275426e-06,9.970562e-07,3.6801197e-05
1,14,Actinic_Keratosis,SkinCancer,5.5670083e-05,0.09079182,0.022394683,1.4335024e-05,3.1022782e-06,2.3640434e-05,7.5261734e-05,8.456866e-06,1.3938015e-05,0.0014183403,0.0018353399,2.3534944e-06,0.00017922465,0.0012804389,0.8806478,0.0010285828,1.9774092e-05,2.9647827e-08,0.0001857279,5.278708e-06,6.408073e-06,9.833994e-06
1,3,Actinic_Keratosis,Bullous,5.569747e-10,4.248568e-07,8.848504e-09,0.9990019,1.3880906e-08,0.0009851711,5.7408123e-09,7.997721e-06,3.9574747e-06,1.4179372e-09,2.3196735e-10,2.5739627e-08,9.2850766e-10,2.0992e-09,3.018878e-09,8.1976e-10,9.969534e-09,1.2155599e-11,5.079647e-10,4.4869242e-07,7.345566e-09,5.2675424e-09
1,12,Actinic_Keratosis,Rosacea,0.0004731586,0.12049924,8.034641e-06,0.015013386,0.00012710723,0.07291835,5.782658e-05,1.880115e-05,0.0006642273,3.5690296e-05,1.476229e-05,0.0003050487,0.78949326,4.096282e-05,7.6994285e-05,3.5505145e-05,0.00017782173,5.5377404e-07,2.7890293e-05,3.5577625e-06,6.556939e-06,1.369786e-06
1,5,Actinic_Keratosis,DrugEruption,1.7162172e-05,0.33218098,9.294755e-06,0.047498435,0.00021950094,0.6123633,7.053579e-06,8.4243235e-05,6.505288e-05,8.238425e-05,0.000109167304,0.00010792223,0.0026240062,0.00013741494,0.0040618367,0.00012799398,2.3516011e-05,4.232232e-05,0.00011474563,1.3015454e-05,0.00010538632,5.327333e-06
1,12,Actinic_Keratosis,Rosacea,6.0215505e-05,0.3453224,3.7813995e-06,0.032931168,3.899171e-05,0.0033622396,2.3709263e-05,3.500558e-05,1.9880821e-05,0.00021577968,2.2467824e-05,0.0004176033,0.6173467,2.8452741e-05,7.437523e-05,2.301349e-05,2.0854046e-05,7.1484665e-06,2.3685057e-05,3.0336162e-06,1.8736228e-05,8.5299195e-07
1,3,Actinic_Keratosis,Bullous,0.0007261814,0.26555806,0.00070647395,0.590946,0.0038301882,0.025071038,0.0022827343,0.0017567205,0.0014320033,0.0046645873,0.00048251546,0.0060179676,0.032501776,0.00449806,0.0054398533,0.00081584026,0.0014175347,0.012590176,0.0019140596,0.00075843075,0.033984024,0.0026058755
2,1,Benign_tumors,Actinic_Keratosis,0.00026746615,0.5197383,0.22085667,0.00042904427,0.0011178661,0.00017640901,0.0021500695,0.0019393542,0.0014594678,0.031699102,0.0011358642,0.0079165455,0.0010598733,0.031654455,0.09250782,0.009509844,0.07189796,1.8075294e-05,0.0034573912,6.9566704e-05,0.00012470988,0.00081411
2,10,Benign_tumors,Moles,0.0019113773,0.0017857067,0.037762236,0.00032271197,0.0013967296,0.0016834347,0.008637519,0.00039889078,0.0038736206,0.0003793512,0.7856364,0.00030192873,0.0023486353,0.13101135,0.0012395668,0.0056266887,0.0005151963,0.00017980309,0.0061195544,0.0011430429,0.0017371633,0.005989068
2,15,Benign_tumors,Sun_Sunlight_Damage,8.70431e-05,0.0001805704,0.18235873,0.00048245207,0.00016409667,0.008663132,0.0060838712,0.025739098,0.0006930481,0.0008245404,0.0067424765,0.00018445328,0.000107423424,9.700142e-05,0.014298075,0.63988197,0.0040238076,0.00050467113,0.030718405,0.076483734,4.7277597e-05,0.0016341913
2,10,Benign_tumors,Moles,1.9072344e-05,5.395105e-07,0.00028138995,4.0616233e-06,1.343589e-06,5.519742e-06,2.639163e-06,1.2496341e-06,5.014579e-06,2.5852198e-05,0.7761584,3.5571106e-06,7.579874e-06,4.5932036e-05,0.0017086177,0.0003009237,0.014650764,4.1761163e-09,0.20676409,2.8721458e-06,1.4859713e-06,9.124266e-06
2,16,Benign_tumors,Tinea,0.00023642182,3.8314165e-06,0.0016275316,1.4116545e-06,6.132327e-06,3.894877e-05,5.0041315e-05,0.00047514704,0.00015775907,1.3506619e-06,0.0006667179,2.2677066e-06,4.091465e-07,0.0015328692,5.319715e-06,0.006724734,0.9816807,2.0692578e-07,8.432064e-06,4.285991e-07,3.2915814e-05,0.0067464197
2,14,Benign_tumors,SkinCancer,8.7730405e-05,4.26906e-06,0.015552033,0.0023889607,6.387604e-06,0.005407071,0.00014118996,0.117362514,0.018642178,2.5245066e-05,0.0021262877,0.0018789878,1.2983339e-05,0.0021546935,0.7917986,0.0005486569,0.032416776,6.9622064e-07,0.0039350074,0.0052062618,9.96054e-06,0.0002934155
2,18,Benign_tumors,Vascular_Tumors,6.186025e-06,3.7508778e-07,0.019491618,0.000107304644,1.6994105e-06,9.204563e-06,2.5384925e-06,0.020763336,1.8248435e-06,2.0766365e-06,8.820601e-06,1.6465534e-06,6.5593883e-07,3.6364654e-06,0.0055784085,9.405739e-06,3.267011e-06,4.7423225e-09,0.95257515,0.0014324147,3.5561957e-08,4.1633456e-07
