true_label_idx,predicted_label_idx,true_label_name,predicted_label_name,prob_Acne,prob_Actinic_Keratosis,prob_Benign_tumors,prob_Bullous,prob_Candidiasis,prob_DrugEruption,prob_Eczema,prob_Infestations_Bites,prob_Lichen,prob_Lupus,prob_Moles,prob_Psoriasis,prob_Rosacea,prob_Seborrh_Keratoses,prob_SkinCancer,prob_Sun_Sunlight_Damage,prob_Tinea,prob_Unknown_Normal,prob_Vascular_Tumors,prob_Vasculitis,prob_Vitiligo,prob_Warts
0,9,Acne,Lupus,0.012409202,0.0011792367,0.05641784,0.00018923334,2.4760022e-05,0.0010113608,1.4452492e-05,0.00013956278,0.00035053273,0.6709612,0.00065725704,1.0442453e-05,0.015806949,5.8639816e-05,0.00031231364,0.034143034,0.0005441172,1.873779e-06,0.1819256,0.020931572,0.0005740543,0.0023366965
0,12,Acne,Rosacea,0.034530606,0.001532914,1.1028332e-05,1.2881375e-06,7.0915166e-06,4.475945e-05,1.5782718e-05,5.636407e-06,7.329517e-06,2.1081196e-05,4.313521e-06,1.9058465e-05,0.96363497,5.7356954e-07,2.0276652e-06,2.424407e-05,3.332393e-05,2.0453369e-08,0.00010242122,8.6049545e-07,4.2573713e-08,6.786622e-07
0,9,Acne,Lupus,6.7460314e-05,1.0043571e-05,8.563054e-05,5.4006506e-07,2.561235e-07,7.5449867e-07,6.144051e-08,7.111638e-07,0.00065521145,0.9990596,6.6153746e-07,4.2253146e-06,6.0607115e-05,2.1533027e-05,1.477362e-06,1.8672009e-06,2.5586314e-06,7.0486874e-09,1.2449739e-06,2.2878537e-06,1.3762468e-06,2.1931026e-05
0,15,Acne,Sun_Sunlight_Damage,0.0007958523,1.3004437e-06,9.373475e-05,1.7083776e-08,2.3010698e-09,8.643773e-06,3.2799583e-06,3.5912433e-06,7.651041e-07,2.4271506e-07,1.0690831e-05,1.2195358e-07,1.3463162e-07,6.270025e-07,1.7188662e-06,0.99907625,1.7231253e-06,2.8918831e-11,4.4643497e-07,4.5193133e-07,4.1275996e-09,3.5352608e-07
1,0,Actinic_Keratosis,Acne,0.6729478,0.31475973,0.00019506326,9.949084e-06,1.4090075e-05,8.197509e-06,1.3014671e-05,5.1608113e-05,7.32415e-05,0.0019680767,0.0034350492,0.00074095407,0.0005613894,0.002617498,0.00014189964,0.001900164,0.00011110438,5.331629e-07,0.00020611631,3.1222746e-05,9.319709e-05,0.00012016387
1,0,Actinic_Keratosis,Acne,0.6929046,0.2701648,0.00033511818,2.5883408e-05,0.00024397686,0.004563026,3.941253e-05,0.003172457,0.0012953504,0.013041215,0.0016663484,0.0038883178,0.00058559055,0.00074355176,7.814353e-05,0.0053232904,7.440916e-05,0.00018558478,0.00016458827,6.916699e-05,0.0013145638,0.00012063616
1,12,Actinic_Keratosis,Rosacea,0.004308018,0.010908056,3.2007795e-06,4.943923e-06,2.115331e-05,1.093684e-05,7.310067e-06,1.0660346e-05,2.8058881e-05,0.016231177,8.02421e-05,3.514807e-05,0.96784455,1.5630634e-05,7.902798e-05,5.516881e-06,3.6916663e-05,4.2490933e-07,0.00034713035,1.7563105e-05,2.9029613e-06,1.43154e-06
1,0,Actinic_Keratosis,Acne,0.8471301,0.14948836,0.0003941349,7.9899364e-05,7.769815e-06,6.0681277e-06,5.103693e-05,3.7068847e-05,2.371302e-05,0.00010760004,0.0007729477,0.00018492418,0.0006578259,8.649008e-05,0.0001455462,0.0001270031,4.4600107e-05,1.4087803e-07,0.0004897997,2.141817e-05,4.926709e-06,0.0001385112
1,21,Actinic_Keratosis,Warts,0.10054277,0.06617256,0.0010572815,9.244062e-06,0.00021816521,0.00040260155,0.008290132,0.00025920497,0.00042545266,0.0017934942,0.0025163437,0.00052246643,2.7239368e-05,0.00010324144,2.2443106e-05,0.30453753,0.00028920776,5.216096e-06,0.0012398398,0.013393001,0.0007516736,0.49742094
1,14,Actinic_Keratosis,SkinCancer,0.00032500926,0.006031964,0.0049607554,0.00028856695,0.00016019255,0.00013256096,0.0049246647,0.0003114424,0.00037545883,0.0005099062,0.0037553422,0.0010009991,0.00051888236,0.0012527995,0.95180625,0.018527873,0.0002782945,6.357143e-05,0.001333195,0.0029865454,0.000107029635,0.00034875752
