true_label_idx,predicted_label_idx,true_label_name,predicted_label_name,prob_Acne,prob_Actinic_Keratosis,prob_Benign_tumors,prob_Bullous,prob_Candidiasis,prob_DrugEruption,prob_Eczema,prob_Infestations_Bites,prob_Lichen,prob_Lupus,prob_Moles,prob_Psoriasis,prob_Rosacea,prob_Seborrh_Keratoses,prob_SkinCancer,prob_Sun_Sunlight_Damage,prob_Tinea,prob_Unknown_Normal,prob_Vascular_Tumors,prob_Vasculitis,prob_Vitiligo,prob_Warts
0,9,Acne,Lupus,0.035972323,0.00010677486,8.2769846e-05,0.00031692817,9.4452735e-06,4.2350825e-06,1.0552088e-05,0.025941765,9.820373e-05,0.9373134,7.248392e-05,1.1138426e-05,7.344588e-06,3.786275e-07,5.4607705e-07,2.1337553e-06,2.4076407e-06,2.1670493e-08,2.5455136e-06,2.7132523e-05,3.6551162e-06,1.3798869e-05
0,9,Acne,Lupus,0.017734451,0.001262861,9.213959e-05,4.1399103e-06,1.3201208e-06,2.5521067e-06,5.5183623e-06,5.7040447e-06,0.00031715806,0.9404798,8.169981e-06,9.045129e-08,0.039373484,0.00047759316,4.036121e-05,1.456901e-05,0.0001548947,6.106836e-10,2.1768548e-05,2.3475573e-06,3.1225122e-07,8.766945e-07
0,18,Acne,Vascular_Tumors,0.26085207,3.0152634e-05,0.037240375,0.0006052023,0.0003784225,0.094450936,0.0007389348,0.0051432434,0.0015733032,0.0132834865,0.00043153693,0.0010023192,1.8654407e-06,1.0701691e-05,0.00020071422,0.00037610347,2.0296084e-05,3.160475e-07,0.44176427,0.06278297,3.4656337e-06,0.07910931
1,0,Actinic_Keratosis,Acne,0.99517846,0.004353919,1.3655016e-07,4.79777e-08,2.8041208e-07,0.00031102187,7.2804636e-07,1.6700911e-06,3.689086e-06,9.27349e-05,4.966194e-07,8.0639775e-06,1.5980218e-05,2.102821e-07,5.218074e-07,2.3649285e-05,4.215556e-06,2.3935732e-08,2.60956e-06,5.840401e-07,8.458059e-07,5.132825e-08
1,9,Actinic_Keratosis,Lupus,0.0059175817,0.009681657,3.7516843e-06,4.099247e-06,1.0606751e-05,1.7909178e-05,2.7910413e-05,1.795205e-05,7.9650614e-05,0.8820355,5.465912e-05,0.001868483,0.09910798,1.1657171e-05,1.7101842e-05,0.00048813227,0.00046620797,5.001776e-06,2.1631293e-05,3.4059496e-05,0.00012766533,8.0765614e-07
1,14,Actinic_Keratosis,SkinCancer,7.4962276e-07,0.014126989,1.7660932e-05,1.2245573e-06,2.300929e-06,7.754671e-07,0.00010528565,4.142658e-05,4.4303945e-07,3.9843408e-06,1.7195674e-05,3.951678e-05,2.3698369e-05,2.9954972e-05,0.9850835,0.0004722686,4.998605e-07,3.181678e-08,1.6353416e-06,2.6497592e-05,7.536548e-09,4.213226e-06
1,0,Actinic_Keratosis,Acne,0.48273152,0.00077165506,0.010313153,0.3439459,0.003374772,0.00022312613,0.023362953,0.010592277,0.003303718,0.000143824,8.887071e-06,0.0002580866,0.007509341,0.00026002858,0.021809172,1.0289949e-05,0.009269783,2.38537e-07,3.824938e-05,0.08076031,2.010792e-06,0.0013107
1,14,Actinic_Keratosis,SkinCancer,4.514166e-06,0.030212848,0.009107472,5.126853e-06,5.5779066e-07,2.1531457e-06,6.810115e-05,0.0004300695,5.579346e-06,2.1934086e-06,0.00032811766,1.3853782e-05,3.32999e-05,0.00017760767,0.9594081,1.5683503e-05,0.00017704081,4.354266e-10,2.270532e-06,2.2940933e-06,1.7415497e-08,3.213441e-06
1,14,Actinic_Keratosis,SkinCancer,5.372483e-06,0.31591424,7.9028956e-05,1.9180829e-05,2.8074605e-06,7.4122966e-07,1.2993804e-05,8.697017e-05,1.64735e-06,0.00017724377,6.3776874e-06,7.315414e-05,4.2527163e-06,7.7401426e-05,0.68337804,1.695207e-06,0.00014525576,1.6777626e-08,8.032315e-06,4.343257e-06,4.171929e-08,1.1513711e-06
1,15,Actinic_Keratosis,Sun_Sunlight_Damage,9.390714e-06,0.17490882,3.6203153e-06,6.824847e-05,2.3809551e-07,5.2687733e-06,1.3671647e-05,1.2205572e-06,1.2548398e-06,3.010253e-06,1.4489108e-07,1.9705135e-06,1.3048506e-06,1.2904355e-05,1.3643341e-07,0.82482916,0.00013409009,3.165427e-09,7.4749835e-07,9.59126e-07,3.0485703e-06,8.7949076e-07
1,2,Actinic_Keratosis,Benign_tumors,8.193878e-06,0.18094695,0.71578825,0.00024232069,2.0940838e-06,9.829781e-05,0.0022246258,0.00038828,0.00042286332,0.0001454551,1.1704259e-05,0.00023441069,0.0020694486,0.00077959,0.042208355,0.00019389491,0.01706591,1.0259388e-05,0.03694273,0.00017007726,1.2951747e-06,4.4987624e-05
1,14,Actinic_Keratosis,SkinCancer,3.049627e-05,0.058495115,0.04484791,8.638258e-05,6.169449e-06,0.00014484982,2.902048e-05,1.8811712e-05,3.0711195e-05,0.030262042,0.004136604,3.4190114e-05,0.00021051096,0.00051885424,0.8600905,0.0003946501,3.495401e-05,1.1290708e-06,0.0005831533,2.5002979e-05,1.5063584e-05,3.8426e-06
1,3,Actinic_Keratosis,Bullous,6.1404206e-09,8.7056695e-05,1.0084788e-06,0.5214232,2.9271637e-06,0.47542095,1.6431548e-05,7.2688695e-06,0.0009797326,5.559011e-07,4.4914e-09,3.2866164e-06,2.6115002e-08,9.192656e-08,6.661672e-07,8.3405176e-08,5.1171933e-09,2.2068865e-07,5.7949052e-08,0.0020551702,1.1675554e-06,1.0002305e-07
1,12,Actinic_Keratosis,Rosacea,0.00043595926,0.0009452999,6.187027e-07,0.00015988183,2.980764e-05,0.000684819,0.00026933543,8.4441564e-07,2.074443e-05,1.0546849e-05,1.5032161e-06,8.206315e-06,0.9970366,2.1527433e-07,5.088426e-07,8.01856e-05,0.00029196186,2.7191522e-08,1.8475008e-05,9.797107e-08,4.070211e-06,3.387755e-07
1,11,Actinic_Keratosis,Psoriasis,0.000709288,0.058021642,3.21051e-05,0.0020996996,0.00077609776,0.28778484,0.0006702799,0.00043673074,0.03477082,0.0026520821,0.0017407862,0.54721475,0.009210304,0.00979857,0.0005986847,0.00024446,0.0077590276,0.03279014,0.00018435442,5.873915e-05,0.0024297435,1.6910777e-05
